,name,price,address,url,Hãng xe,Năm đăng ký,Tình trạng,Loại xe máy,Dung tích xe máy,Xuất xứ,Màu xe,Dòng xe,Số km đã đi
764,Xe 50cc Crea 2021 mới 99% xe đi không cần bằng lái. Chính chủ ,11800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/xe-50cc-crea-2021-moi-99-xe-di-khong-can-bang-lai-chinh-chu-id68312462,Xe các hiệu khác,2021.0,Đã sử dụng,Tay ga,Dưới 50 cc,Hàn Quốc,Xanh dương,-,0-2km
765,Honda Lead 110 nguyên bản chính chủ chạy còn ngon,9500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-lead-110-nguyen-ban-chinh-chu-chay-con-ngon-id68312807,Honda,2013.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,-,Lead,0-15km
766,Honda Vision 2016 nguyên bản chính chủ nữ dùng từ đầu nên yên tâm ,13500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-vision-2016-nguyen-ban-chinh-chu-nu-dung-tu-dau-nen-yen-tam-id68319659,Honda,2017.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,-,-,0-12km
767,Bán moto mini ducati monster 110cc côn tay biển sài gòn,12900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-moto-mini-ducati-monster-110cc-con-tay-bien-sai-gon-id68630167,Xe các hiệu khác,-,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Thái Lan,Đỏ,-,0-9.999km
768,Honda Airblade Fi 110 nguyên bản chính chủ đẹp long lanh đi giữ gìn ,13500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-airblade-fi-110-nguyen-ban-chinh-chu-dep-long-lanh-di-giu-gin-id68314583,Honda,2014.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,-,Air Blade,0-15km
769,Honda Wave RSX 110 nguyên bản chính chủ không đổ ngã bao giờ ,10800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-wave-rsx-110-nguyen-ban-chinh-chu-khong-do-nga-bao-gio-id68314482,Honda,2016.0,Đã sử dụng,Xe số,101 - 175 cc,Việt nam,Đỏ,Wave,0-15.000.000km
770,Piazo Vespa Lx ie Kim phun điện tử tiết kiệm nhiên liệu chạy rất ngon ,8800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/piazo-vespa-lx-ie-kim-phun-dien-tu-tiet-kiem-nhien-lieu-chay-rat-ngon-id68319906,Piaggio,2014.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Trắng,LX,0-12km
771,SYM Attila Elizabet máy nguyên chạy chất lượng đảm bảo ,5200000,"Quận Cầu Giấy, Hà Nội",https://muaban.net/xe-may/ban-xe-may/sym-attila-elizabet-may-nguyen-chay-chat-luong-dam-bao-id68314613,SYM,-,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đỏ,Attila,0-20km
772,Honda SH 2018 nguyên bản chính chủ đẹp long lanh 2018,53800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-sh-2018-nguyen-ban-chinh-chu-dep-long-lanh-2018-id68308210,Honda,2018.0,Mới,Tay ga,101 - 175 cc,Việt nam,Đen,SH,0
773,Piaggio Vespa Prima 125 2018 nguyên bản mua về chỉ việc đi ,21800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/piaggio-vespa-prima-125-2018-nguyen-ban-mua-ve-chi-viec-di-id68308276,Piaggio,2017.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đỏ,Vespa,0-4km
774,Piazo Liberty ABS 2018 mới 95% nữ dùng giữ gìn cẩn thận ,22800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/piazo-liberty-abs-2018-moi-95-nu-dung-giu-gin-can-than-id68308263,Piaggio,2018.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đen,-,0-3km
775,Honda SH 125-2017 mới 95% 1 chủ sử dụng từ đầu giữ gìn cẩn thận ,48800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-sh-125-2017-moi-95-1-chu-su-dung-tu-dau-giu-gin-can-than-id68320234,Honda,2017.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đen,SH,0-8km
776,Honda Airblade 2019 mới mua đẹp 99% cần bán lại,24800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-airblade-2019-moi-mua-dep-99-can-ban-lai-id68308524,Honda,2019.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đen,Air Blade,0-3km
777,Honda Vision 2019 nguyên bản chính chủ mới 95% nữ trung niên sử dụng ,19800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-vision-2019-nguyen-ban-chinh-chu-moi-95-nu-trung-nien-su-dung-id68312437,Honda,2020.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,-,Vision,0-5km
778,Honda Airblade máy zin chạy chắc lịch chính chủ trung niên sử dụng giữ,8800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-airblade-may-zin-chay-chac-lich-chinh-chu-trung-nien-su-dung-giu-id68319711,Honda,2012.0,Đã sử dụng,Tay ga,101 - 175 cc,-,-,Air Blade,0-15km
779,Bán trả góp Lead 2019 trả trước 14tr lấy xe,34500000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-tra-gop-lead-2019-tra-truoc-14tr-lay-xe-id68770578,Honda,2019.0,Đã sử dụng,Tay ga,101 - 175 cc,-,Đen,Lead,0-19km
780,Piaggio Liberty ie Kim phun điện tử tiết kiệm nhiên liệu chạy rất ngon,8800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/piaggio-liberty-ie-kim-phun-dien-tu-tiet-kiem-nhien-lieu-chay-rat-ngon-id68319756,Piaggio,2015.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,-,Liberty,0-10km
781,"#HondaLead 125 đỏ đô, nguyên zin",24500000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/hondalead-125-do-do-nguyen-zin-id68729806,Honda,2016.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đỏ,Lead,0-30km
782,Bán xe Lead biển số tứ quý 59L2- 66662,100000000,"Quận 8, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-lead-bien-so-tu-quy-59l2-66662-id68765806,Honda,2018.0,Đã sử dụng,Tay ga,-,-,Đỏ,Lead,0-28.6km
783,Sh Ý 2007 lên full 2012 new giá tốt,84500000,"Quận Gò Vấp, TP.HCM",https://muaban.net/xe-may/ban-xe-may/sh-y-2007-len-full-2012-new-gia-tot-id68674395,Honda,2008.0,Đã sử dụng,Tay ga,101 - 175 cc,Nước khác,Trắng,SHi,0-20km
784,Bán Xe Honda Ablade 2022 Mới 99%,16000000,"Quận 3, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-ablade-2022-moi-99-id68750871,Honda,2022.0,Mới,Tay ga,101 - 175 cc,Nước khác,Đen,Air Blade,0
785,"Honda 67 ss50 (90cm3), Đại tu tổng thể máy",10000000,"Thị Xã Ninh Hoà, Khánh Hòa",https://muaban.net/xe-may/ban-xe-may/honda-67-ss50-90cm3-dai-tu-tong-the-may-id68745914,Honda,-,Đã sử dụng,Xe số,50 - 100 cc,Việt nam,Đỏ,Honda khác,0
786,Bán SH Mode 2020 Màu Ghi Xám Giá Học Sinh,16000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-sh-mode-2020-mau-ghi-xam-gia-hoc-sinh-id68653931,Honda,2020.0,Mới,Tay ga,101 - 175 cc,Nước khác,Ghi/Xám,SH Mode,0
787,SH 150i CBS Dki 2016 Smartkey Nguyên Zin,51000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/sh-150i-cbs-dki-2016-smartkey-nguyen-zin-id68764570,Honda,2016.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đen,SH,0-55km
788,"Bán xe sirius 50cc xe đẹp máy bao êm ,bánh mâm thắng đĩa",7700000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-sirius-50cc-xe-dep-may-bao-em-banh-mam-thang-dia-id68752797,Yamaha,2012.0,Đã sử dụng,Xe số,50 - 100 cc,Hàn Quốc,Xanh dương,Sirius,0-9.999km
789,Bán xe bán cả biển số đẹp 3.5555. Xe lambertta125.,155000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-ban-ca-bien-so-dep-3-5555-xe-lambertta125-id68746394,Xe các hiệu khác,2013.0,Đã sử dụng,Tay ga,101 - 175 cc,Nước khác,Xanh da trời,-,0
790,Xe wave đỏ 2023 biển số đẹp 61868,35000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-wave-do-2023-bien-so-dep-61868-id68735469,Honda,2023.0,Mới,Xe số,101 - 175 cc,-,-,Wave,0
791,Bán xe Sh125 2010 hàng nhập khẩu 3 cục SM5006,85900000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-sh125-2010-hang-nhap-khau-3-cuc-sm5006-id68744618,Honda,2010.0,Đã sử dụng,Tay ga,101 - 175 cc,Nước khác,Trắng,SH,0-40km
792,Kẹt tiền bán gấp xe ít sử dụng nguyên zin,78000000,"TP. Thủ Đức - Quận Thủ Đức, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ket-tien-ban-gap-xe-it-su-dung-nguyen-zin-id68763946,Honda,2018.0,Đã sử dụng,Tay ga,101 - 175 cc,-,Trắng,SH,0-18km
793,Exciter 2010 5p71 full new bảo hành 2th,61300000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/exciter-2010-5p71-full-new-bao-hanh-2th-id68755600,Yamaha,2010.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,-,Trắng,Exciter,0
794,"Cho thuê xe máy tháng rẻ nhất luôn nè ,",2500000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/cho-thue-xe-may-thang-re-nhat-luon-ne-id68716293,-,-,-,-,-,-,-,-,0
795,"Thuê xe máy giá rẻ , đủ loại ,,giá rẻ , alo là có xe liền nè .",20000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-may-gia-re-du-loai-gia-re-alo-la-co-xe-lien-ne-id68716327,-,-,-,-,-,-,-,-,0
796,"Cho thuê xe máy tại Trần não , quận 2 ,mss Thy",160000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/cho-thue-xe-ma-y-ta-i-tra-n-na-o-qua-n-2-mss-thy-id43267446,-,-,-,-,-,-,-,-,0
797,"Thuê xe máy giá rẻ, thuê xe miễn phí, tư vấn nhiệt tình",50000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-may-gia-re-thue-xe-mien-phi-tu-van-nhiet-tinh-id68716304,-,-,-,-,-,-,-,-,0
798,cbr150r đen nhám đăng kí 06/2022,0,"Quận 8, TP.HCM",https://muaban.net/xe-may/mua-xe-may/cbr150r-den-nham-dang-ki-06-2022-id68744468,-,-,-,-,-,-,-,-,0
799,"Cho thuê xe pcx tháng giá rẻ , giao tận nơi miễn phí",3000000,"Quận 7, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/cho-thue-xe-pcx-thang-gia-re-giao-tan-noi-mien-phi-id68716529,-,-,-,-,-,-,-,-,0
800,"Thuê xe nè , gọi my ngay , luôn luôn có , giá quá rẻ",50000,"Quận 10, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-ne-goi-my-ngay-luon-luon-co-gia-qua-re-id68716534,-,-,-,-,-,-,-,-,0
801,"Thuê xe đầu tuần giá rẻ, xe mới giao tận nơi .,, an tâm về giá nè",50000,"Quận 1, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-dau-tuan-gia-re-xe-moi-giao-tan-noi-an-tam-ve-gia-ne-id68716546,-,-,-,-,-,-,-,-,0
802,"Còn 1  em thuê xe tháng tính rẻ, xe mới chất lượng",30000,"Quận 4, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/con-1-em-thue-xe-thang-tinh-re-xe-moi-chat-luong-id68716384,-,-,-,-,-,-,-,-,0
803,"Thuê xe tháng rẻ , bao chất lượng , thoải mái chọn xe nha ......",80000,"Quận 6, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-thang-re-bao-chat-luong-thoai-mai-chon-xe-nha-id68716541,-,-,-,-,-,-,-,-,0
804,"Thuê xe pkl , trải nghiệm , thủ tục dễ dàng .",1500000,"Quận 1, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-pkl-trai-nghiem-thu-tuc-de-dang-id68716602,-,-,-,-,-,-,-,-,0
805,"Thuê xe máy giá rẻ , giao tận nơi",50000,"Quận 10, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-may-gia-re-giao-tan-noi-id68716576,-,-,-,-,-,-,-,-,0
806,"Cho thuê xe máy tuấn kiệt , đầu tuần thuê xe máy rẻ , chất lượng  .",50000,"Quận 3, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/cho-thue-xe-may-tuan-kiet-dau-tuan-thue-xe-may-re-chat-luong-id68716273,-,-,-,-,-,-,-,-,0
807,"Thuê xe máy rẻ không cần thế chân, giao xe tận nơi ...",100000,"Quận 5, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-may-re-khong-can-the-chan-giao-xe-tan-noi-id68716596,-,-,-,-,-,-,-,-,0
808,"Thuê xe máy giá rẻ, phụ  vụ tận tình,  giao xe tận nơi",50000,"Quận 1, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-may-gia-re-phu-vu-tan-tinh-giao-xe-tan-noi-id68716570,-,-,-,-,-,-,-,-,0
809,"Thuê xe máy 2 bánh giá rẻ, giao tận nơi, thủ tục đơn giản",50000,"Quận 11, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-may-2-banh-gia-re-giao-tan-noi-thu-tuc-don-gian-id68716583,-,-,-,-,-,-,-,-,0
810,"Thuê xe máy hai bánh giá rẻ, phục vụ tận nơi, đầy đủ tiện nghi ",80000,"Quận 4, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-may-hai-banh-gia-re-phuc-vu-tan-noi-day-du-tien-nghi-id68716599,-,-,-,-,-,-,-,-,0
811,Bán trả góp Winner v1 2018 trả trước 8tr lấy xe,21000000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-tra-gop-winner-v1-2018-tra-truoc-8tr-lay-xe-id68750134,Honda,2018.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,-,Đen,Honda khác,0-22km
812,Thanh lý xe va máy móc thiết bị cơ giới tại Hải Phòng,10000000,"Quận Đồ Sơn, Hải Phòng",https://muaban.net/xe-may/ban-xe-may/thanh-ly-xe-va-may-moc-thiet-bi-co-gioi-tai-hai-phong-id68742176,Xe các hiệu khác,-,Đã sử dụng,Xe số,-,-,-,-,0
813,"Thuê xe miễn phí , giá canh tranh bao rẻ",20000,"Quận 5, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-mien-phi-gia-canh-tranh-bao-re-id68716586,-,-,-,-,-,-,-,-,0
814,Xe Yamaha NVX mới 95% biển TP HCM,37500000,"TP. Thủ Đức - Quận Thủ Đức, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-yamaha-nvx-moi-95-bien-tp-hcm-id68742145,Yamaha,2021.0,Đã sử dụng,Tay ga,101 - 175 cc,Nhật Bản,Đen,NVX,0-18km
815,"Chuyên cho thuê xe máy giá rẻ, bình dân, giao tận nơi",50000,"Quận Phú Nhuận, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/chuyen-cho-thue-xe-may-gia-re-binh-dan-giao-tan-noi-id68716367,-,-,-,-,-,-,-,-,0
816,Cần bán Honda SH150i 2022 màu Trắng - BS sảnh tiến 56x78,108000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-honda-sh150i-2022-mau-trang-bs-sanh-tien-56x78-id68742580,Honda,2022.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Trắng,SH,0-3km
817,THUÊ XE MÁY GIÁ RẺ GIÁ RẺ  TẠI SÀI GÒN,50000,"TP. Thủ Đức - Quận 9, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/thue-xe-may-gia-re-gia-re-tai-sai-gon-id68717173,-,-,-,-,-,-,-,-,0
818,Thông báo mất giấy tờ xe điện VINFAST,1000000,"Huyện Yên Phong, Bắc Ninh",https://muaban.net/xe-may/ban-xe-may/thong-bao-mat-giay-to-xe-dien-vinfast-id68742901,Xe các hiệu khác,-,Đã sử dụng,Tay ga,-,-,-,-,0
819,"Bán Honda Shadow Phoenix đời 2007, 750cc chạy lap",265000000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-honda-shadow-phoenix-doi-2007-750cc-chay-lap-id68743177,Honda,2008.0,Đã sử dụng,Tay côn/Moto,Khác,Nhật Bản,Đen,Shadow,0-36.111km
820,Honda Dream 2 nguyên bản chính chủ chạy căng đét chắc lịch,10500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-dream-2-nguyen-ban-chinh-chu-chay-cang-det-chac-lich-id68312353,Honda,2007.0,Đã sử dụng,Xe số,-,Việt nam,-,Dream,0-20km
821,Shvn 150i xanh 2016 bstp chính chủ,59000000,"Quận 8, TP.HCM",https://muaban.net/xe-may/ban-xe-may/shvn-150i-xanh-2016-bstp-chinh-chu-id68742710,Honda,2016.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Xanh lá,SH,0-15km
822,"Wave Alpha 110 HQ đẹp như hình,bstp, máy êm lợi xăng giá rẻ 4tr9",4900000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/wave-alpha-110-hq-dep-nhu-hinh-bstp-may-em-loi-xang-gia-re-4tr9-id68747177,Honda,2010.0,Đã sử dụng,Xe số,101 - 175 cc,Hàn Quốc,Đỏ,Wave,0-20km
823,"SYM Shark 125 màu đỏ,bstp,xe đẹp máy chạy khỏe, cốp rộng để nhiều đồ ",8900000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/sym-shark-125-mau-do-bstp-xe-dep-may-chay-khoe-cop-rong-de-nhieu-do-id68673058,SYM,2010.0,Đã sử dụng,Tay ga,101 - 175 cc,-,Đỏ,Shark,0-20km
824,"AirBlade Fi 2015 đen nhám, biển số thành phố ",25800000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/airblade-fi-2015-den-nham-bien-so-thanh-pho-id68758838,Honda,-,Đã sử dụng,Tay ga,-,-,-,-,0
825,"SHVN lên áo ý 150/2016, smartkey, biển số thành phố",68500000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/shvn-len-ao-y-150-2016-smartkey-bien-so-thanh-pho-id68758841,Honda,-,Đã sử dụng,Tay ga,-,-,-,-,0
826,Cần bán xe Yamaha Nouvo LX 135cc màu vàng chanh đẹp,5400000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-yamaha-nouvo-lx-135cc-mau-vang-chanh-dep-id68747482,Yamaha,-,Đã sử dụng,Tay ga,-,-,-,-,0
827,Cần bán xe Nouvo tứ bstp màu vàng đen,6200000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-nouvo-tu-bstp-mau-vang-den-id68746811,Yamaha,2011.0,Đã sử dụng,Tay ga,-,Nhật Bản,Vàng,Nouvo,0-2.5km
828,Bán xe AB nhật lên thái màu đen.,11200000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-ab-nhat-len-thai-mau-den-id68746781,Honda,2008.0,Đã sử dụng,Tay ga,50 - 100 cc,-,Đen,-,0-2.5km
829,"Suzuki GZ 150 Fi vô nhiều đồ chơi có cả camera hành trình,xe rất đẹp",56000000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/suzuki-gz-150-fi-vo-nhieu-do-choi-co-ca-camera-hanh-trinh-xe-rat-dep-id68443151,Suzuki,2015.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Nhật Bản,Đen,Suzuki khác,0-15km
830,Cần bán gấp xe air blade nhà đi,19500000,"Quận Gò Vấp, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-gap-xe-air-blade-nha-di-id68740250,Honda,2008.0,Đã sử dụng,Tay ga,101 - 175 cc,Thái Lan,Đen,Air Blade,0-62.418km
831, bánVespa sprint 2021 zin od 6k,62000000,"Huyện Long Thành, Đồng Nai",https://muaban.net/xe-may/ban-xe-may/banvespa-sprint-2021-zin-od-6k-id68740651,Piaggio,2021.0,Đã sử dụng,Tay ga,-,Việt nam,Trắng,Vespa,0-6km
832,Bán xe Vespa LX 3V ie chính hãng đời cao như hình,16800000,"TP. Nam Định, Nam Định",https://muaban.net/xe-may/ban-xe-may/ban-xe-vespa-lx-3v-ie-chinh-hang-doi-cao-nhu-hinh-id68740276,Piaggio,2015.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Vàng,Vespa,0-19.542km
833,CẦN BÁN XE MÁY HONDA VISION 110 ĐỜI 2022,15000000,"Quận 5, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-may-honda-vision-110-doi-2022-id68710929,Honda,2022.0,Mới,Tay ga,101 - 175 cc,Nước khác,Đen,Vision,0
834,Bán trả góp Lead 2016 trả trước 10tr lấy xe ,25000000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-tra-gop-lead-2016-tra-truoc-10tr-lay-xe-id68746840,Honda,2016.0,Đã sử dụng,Tay ga,101 - 175 cc,-,Xanh đen,Lead,0-32km
835,RA ĐI SH 150 CBS 2022 GIA 93TR XEM XE TPHCM! ,93000000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ra-di-sh-150-cbs-2022-gia-93tr-xem-xe-tphcm-id68739408,Honda,2022.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Trắng,SH,0-2km
836,Xe tay ga Vespa LX 150ie nhập Ý 2008 màu đỏ,8000000,"Quận Long Biên, Hà Nội",https://muaban.net/xe-may/ban-xe-may/xe-tay-ga-vespa-lx-150ie-nhap-y-2008-mau-do-id68755851,Piaggio,2008.0,Đã sử dụng,Tay ga,101 - 175 cc,Nước khác,-,LX,0-52.5km
837,Xe wave lpha hàn quốc liên doanh nhật ,5200000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-wave-lpha-han-quoc-lien-doanh-nhat-id68687928,Daelim,2010.0,Đã sử dụng,Xe số,101 - 175 cc,Hàn Quốc,Xanh da trời,-,0-2.5km
838,"Bán xe Honda Lead màu bạc, biển 4 số 30K-708, xe chính chủ,",10000000,"Quận Hoàn Kiếm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-lead-mau-bac-bien-4-so-30k-708-xe-chinh-chu-id68750994,Honda,-,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Bạc,-,0
839,CẦN BÁN XE MÁY HONDA VARIO150 ĐỜI 2022,22000000,"Quận 5, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-may-honda-vario150-doi-2022-id68721817,Honda,2022.0,Mới,Tay ga,101 - 175 cc,Nước khác,Trắng,@,0
840,CẦN BÁN XE MÁY HONDA SH Ý150 ĐỜI 2012,38000000,"Quận 5, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-may-honda-sh-y150-doi-2012-id68710921,Honda,2012.0,Mới,Tay ga,101 - 175 cc,Nước khác,Trắng,SH,0
841,Bán Xe Harley 883. Xe mới Odo 1400k. Đời 2021.giá 320. 0909954697,310000000,"Quận 6, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-harley-883-xe-moi-odo-1400k-doi-2021-gia-320-0909954697-id68754975,Xe các hiệu khác,2021.0,Đã sử dụng,Tay côn/Moto,-,-,Đen,-,0-1.4km
842,CẦN BÁN XE MÁY HONDA SH150 ĐỜI 2022,28000000,"Quận 5, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-may-honda-sh150-doi-2022-id68710918,Honda,2022.0,Mới,Tay ga,101 - 175 cc,Nước khác,Đỏ,@,0
843,"Bán xe Cub liên doanh 50cm3 biển 29AA-138,49 màu vàng kem",6300000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-cub-lien-doanh-50cm3-bien-29aa-138-49-mau-vang-kem-id68737397,Xe các hiệu khác,2017.0,Đã sử dụng,Xe số,-,Đài Loan,Vàng,-,0-10km
844,Bán xe honda moto chính hãng cbr 150r  .ít đi còn mới 97% .bao chạy ,49000000,"Quận 5, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-moto-chinh-hang-cbr-150r-it-di-con-moi-97-bao-chay-id68735880,Honda,2019.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Nước khác,Đen,Honda khác,0-11.653km
845,Bán xe Vespa LX2009 đen  việt nam,15000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-vespa-lx2009-den-viet-nam-id68736790,Piaggio,2009.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đen,LX,0-11km
846,Bán win honda 100 xe máy êm bs đẹp,35000000,"Huyện Bình Chánh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-win-honda-100-xe-may-em-bs-dep-id68736414,Honda,2003.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Đen,Win,0-90km
847,Chuyển đổi công việc cần bán xe đang sử dụng tốt,13000000,"Quận Cầu Giấy, Hà Nội",https://muaban.net/xe-may/ban-xe-may/chuyen-doi-cong-viec-can-ban-xe-dang-su-dung-tot-id68735421,Honda,2016.0,Đã sử dụng,Xe số,-,-,Trắng,Wave,0
848,"❤️‍🔥🤝chiếc xe Piaggio LX ie,hình thật Bảo hành",12700000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/chiec-xe-piaggio-lx-ie-hinh-that-bao-hanh-id68572611,Piaggio,-,Đã sử dụng,Tay ga,-,Việt nam,Ghi/Xám,LX,0-12km
849,😍 ❤💐Chiếc xe Piaggio Liberty ie màu trắng Keng,13400000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/chiec-xe-piaggio-liberty-ie-mau-trang-keng-id68545844,Piaggio,2011.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,-,Liberty,0-12km
